IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2004,true,,,,,,,,,,,,,4038,,,,,,"4,038",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2004,true,,,,,,,,,,,,,4038,,,,,,"4,038",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2004,true,,,,,,,,,,,,,4071,,,,,,"4,071",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2004,true,,,,,,,,,,,,,4087,,,,,,"4,087",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2004,true,,,,,,,,,,,,,4111,,,,,,"4,111",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2004,true,,,,,,,,,,,,,4119,,,,,,"4,119",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2004,true,,,,,,,,,,,,,4130,,,,,,"4,130",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2004,true,,,,,,,,,,,,,4132,,,,,,"4,132",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2004,true,,,,,,,,,,,,,4180,,,,,,"4,180",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2004,true,,,,,,,,,,,,,4202,,,,,,"4,202",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2004,true,,,,,,,,,,,,,4214,,,,,,"4,214",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2004,true,,,,,,,,,,,,,4227,,,,,,"4,227",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2004,true,,,,,,,,,,,,,4293,,,,,,"4,293",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,CUB,Cuba,Year,2004,true,,,,,,,,,,,,,4401,,,,,,"4,401",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2004,true,,,,,,,,,,,,,4419,,,,,,"4,419",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2004,true,,,,,,,,,,,,,4422,,,,,,"4,422",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2004,true,,,,,,,,,,,,,4431,,,,,,"4,431",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2004,true,,,,,,,,,,,,,4439,,,,,,"4,439",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,SEAR,South-East Asia,Country,IND,India,Year,2004,true,,,,,,,,,,,,,4514,,,,,,"4,514",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,BRA,Brazil,Year,2004,true,,,,,,,,,,,,,4552,,,,,,"4,552",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2004,true,,,,,,,,,,,,,4555,,,,,,"4,555",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2004,true,,,,,,,,,,,,,4565,,,,,,"4,565",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2004,true,,,,,,,,,,,,,4587,,,,,,"4,587",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2004,true,,,,,,,,,,,,,4635,,,,,,"4,635",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,BLZ,Belize,Year,2004,true,,,,,,,,,,,,,4639,,,,,,"4,639",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2004,true,,,,,,,,,,,,,4646,,,,,,"4,646",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,GAB,Gabon,Year,2004,true,,,,,,,,,,,,,4654,,,,,,"4,654",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2004,true,,,,,,,,,,,,,4687,,,,,,"4,687",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2004,true,,,,,,,,,,,,,4708,,,,,,"4,708",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2004,true,,,,,,,,,,,,,4735,,,,,,"4,735",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,MDG,Madagascar,Year,2004,true,,,,,,,,,,,,,4771,,,,,,"4,771",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,SUR,Suriname,Year,2004,true,,,,,,,,,,,,,4799,,,,,,"4,799",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2004,true,,,,,,,,,,,,,4862,,,,,,"4,862",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2004,true,,,,,,,,,,,,,4862,,,,,,"4,862",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,BWA,Botswana,Year,2004,true,,,,,,,,,,,,,4868,,,,,,"4,868",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,GRD,Grenada,Year,2004,true,,,,,,,,,,,,,4875,,,,,,"4,875",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2004,true,,,,,,,,,,,,,4880,,,,,,"4,880",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2004,true,,,,,,,,,,,,,4884,,,,,,"4,884",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,PAN,Panama,Year,2004,true,,,,,,,,,,,,,4898,,,,,,"4,898",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2004,true,,,,,,,,,,,,,4905,,,,,,"4,905",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2004,true,,,,,,,,,,,,,4918,,,,,,"4,918",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,HND,Honduras,Year,2004,true,,,,,,,,,,,,,4924,,,,,,"4,924",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,LBR,Liberia,Year,2004,true,,,,,,,,,,,,,4926,,,,,,"4,926",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2004,true,,,,,,,,,,,,,4928,,,,,,"4,928",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2004,true,,,,,,,,,,,,,4929,,,,,,"4,929",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2004,true,,,,,,,,,,,,,4931,,,,,,"4,931",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2004,true,,,,,,,,,,,,,4942,,,,,,"4,942",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,COG,Congo,Year,2004,true,,,,,,,,,,,,,4943,,,,,,"4,943",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2004,true,,,,,,,,,,,,,4966,,,,,,"4,966",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,MEX,Mexico,Year,2004,true,,,,,,,,,,,,,4974,,,,,,"4,974",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2004,true,,,,,,,,,,,,,5009,,,,,,"5,009",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AMR,Americas,Country,HTI,Haiti,Year,2004,true,,,,,,,,,,,,,5016,,,,,,"5,016",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,MWI,Malawi,Year,2004,true,,,,,,,,,,,,,5019,,,,,,"5,019",,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2004,true,,,,,,,,,,,,,5055,,,,,,"5,055",,,EN,2013-06-10T22:00:00.000Z
